experience_score,user_id
0.46653530740567345,33601001722.0
0.47388439263202115,33601001754.0
0.46585116844064184,33601002511.0
0.45069795666135165,33601007832.0
0.3309677712669007,33601008617.0
0.38971587985247624,33601010682.0
0.3461664227598561,33601011634.0
0.46042742592625413,33601011959.0
0.4124744250628938,33601014694.0
0.45729111054065363,33601020306.0
0.47255651219720496,33601021045.0
0.3858916028669798,33601021217.0
0.4626113304791871,33601022743.0
0.46587623131621714,33601024291.0
0.46584758813453553,33601025738.0
0.4677041706615261,33601026147.0
0.4738667953623176,33601027208.0
0.4013486195617841,33601031129.0
0.46849609213729976,33601032846.0
0.47370844991829847,33601032987.0
0.35916935508048503,33601034530.0
0.39995909097045784,33601034784.0
0.4587252864703556,33601035197.0
0.46574019112513004,33601036379.0
0.4712046991750175,33601037966.0
0.47388439263202115,33601041557.0
0.47384919875871206,33601044885.0
0.47387383419027146,33601044963.0
0.41849226918250326,33601047438.0
0.26812631814888765,33601048751.0
0.47323532693709147,33601050219.0
0.3366013841410492,33601054608.0
0.46571871455151265,33601055238.0
0.3964724901514606,33601055260.0
0.4096838704936177,33601055375.0
0.46585116844064184,33601056091.0
0.39442956485197017,33601062786.0
0.409157981470202,33601063991.0
0.4717311889919007,33601070392.0
0.44582732076282866,33601070798.0
0.4052601967247284,33601071144.0
0.46066630794343333,33601072539.0
0.40315635931211924,33601072619.0
0.41251479576358574,33601073097.0
0.34961903399057886,33601073415.0
0.46587623131621714,33601074590.0
0.4694274356446223,33601075900.0
0.4529076399638441,33601076841.0
0.3395309740897484,33601082181.0
0.42151469675009695,33601083661.0
0.47181600869084117,33601084919.0
0.32947640796740263,33601086000.0
0.4269162431779845,33601088633.0
0.4723659370555636,33601100080.0
0.46585474877292193,33601100578.0
0.4537475603931415,33601100665.0
0.4704998129852526,33601100684.0
0.27839989417003413,33601101581.0
0.4738949513135393,33601110813.0
0.4029075741247201,33601111421.0
0.47390551023481003,33601114380.0
0.39164670179219896,33601121112.0
0.3254470185223173,33601121585.0
0.47323532693709147,33601137075.0
0.46064811777663467,33601139346.0
0.41059149438306203,33601142645.0
0.2874069379227258,33601145915.0
0.46582610684758,33601146333.0
0.4549881381849973,33601147767.0
0.38109127148276434,33601150959.0
0.47391606939581726,33601152175.0
0.46586190951600087,33601152653.0
0.368914267880769,33601152662.0
0.38109127148276434,33601153325.0
0.39442956485197017,33601154516.0
0.40911750333244823,33601154993.0
0.46579388668420024,33601155426.0
0.47255651219720496,33601156897.0
0.38554374317637924,33601157456.0
0.4052601967247284,33601159679.0
0.412304891198761,33601160415.0
0.46719639546540526,33601162249.0
0.46580104653723853,33601165886.0
0.46587623131621714,33601167084.0
0.4739125496488451,33601168767.0
0.4717983366595805,33601171014.0
0.4725423928627782,33601173078.0
0.4662922378290718,33601177555.0
0.26083139497724095,33601180416.0
0.455963253100988,33601181017.0
0.4179665961090883,33601181504.0
0.4321116439893674,33601182119.0
0.4251838567650824,33601182120.0
0.47255651219720496,33601183595.0
0.3534426291011078,33601184331.0
0.38109127148276434,33601190313.0
0.34089616073770557,33601192287.0
0.47363105624301893,33601193699.0
0.4514472134786947,33601193938.0
0.4657366116307091,33601195287.0
0.46580104653723853,33601195926.0
0.4738527180261418,33601197336.0
0.47377881900675295,33601197692.0
0.4645246540889109,33601198480.0
0.32081032139740856,33601205909.0
0.4738949513135393,33601208807.0
0.4736662335856851,33601209114.0
0.33720598706359844,33601212056.0
0.41962912234152283,33601214940.0
0.4738140075500914,33601219035.0
0.453130547406761,33601220346.0
0.46587265082690726,33601222513.0
0.44985688144322344,33601224036.0
0.4176142261579449,33601224236.0
0.46303702329193724,33601224765.0
0.42003406648953734,33601226817.0
0.2977513721904798,33601231383.0
0.4088020833146531,33601233494.0
0.46587623131621714,33601236188.0
0.453130547406761,33601240612.0
0.47383160282127856,33601241477.0
0.37431975179393645,33601247220.0
0.4082027457935191,33601247626.0
0.3227623189523086,33601250979.0
0.4562264239727167,33601251502.0
0.41228067512039634,33601252842.0
0.45528708994976896,33601260742.0
0.42453416639639885,33601262575.0
0.40976327689867803,33601263919.0
0.41251075859845915,33601265927.0
0.4549881381849973,33601267007.0
0.39595328432684634,33601269363.0
0.35213135680011837,33601270243.0
0.1408908306149962,33601270437.0
0.34544019046739227,33601270534.0
0.4658690703637675,33601270786.0
0.37126862642924063,33601271397.0
0.46587623131621714,33601272761.0
0.4124946101491812,33601273162.0
